subj_id,model,promptstyle,nperms,alph,prob_type,prob_ind,response_string
31,human,human,np_10,alph_2,add_letter,9.0,uxawi
31,human,human,np_10,alph_5,remove_redundant,5.0,acdbf
31,human,human,np_10,alph_3,succ,7.0,hibk
31,human,human,np_10,alph_0,pred,2.0,wbxz
31,human,human,np_10,alph_1,fix_alphabet,6.0,udvwm
31,human,human,np_10,alph_4,attn,6.0,aaaa
31,human,human,np_10,alph_6,sort,1.0,fgoij
31,human,human,np_symb,symb_1,succ,6.0,>$!)
31,human,human,np_symb,symb_0,pred,0.0,$*@=
32,human,human,np_20,alph_5,sort,9.0,nxjsz
32,human,human,np_20,alph_6,remove_redundant,5.0,jhnau
32,human,human,np_20,alph_4,attn,7.0,aaaa
32,human,human,np_20,alph_0,fix_alphabet,9.0,zbper
32,human,human,np_20,alph_3,pred,3.0,zhtc
32,human,human,np_20,alph_1,succ,9.0,abgy
32,human,human,np_20,alph_2,add_letter,6.0,edlys
32,human,human,np_10,alph_1,sort,2.0,fgyio
32,human,human,np_10,alph_5,pred,7.0,mnhq
32,human,human,np_10,alph_4,attn,6.0,aaaa
32,human,human,np_10,alph_2,fix_alphabet,7.0,pqyst
32,human,human,np_10,alph_0,remove_redundant,6.0,lmufp
32,human,human,np_10,alph_6,succ,9.0,goik
32,human,human,np_10,alph_3,add_letter,5.0,stuvw
32,human,human,np_symb,symb_0,succ,1.0,$)*=
32,human,human,np_symb,symb_1,pred,4.0,$!+)
33,human,human,np_20,alph_3,pred,8.0,qyak
33,human,human,np_20,alph_1,remove_redundant,9.0,vpnxz
33,human,human,np_20,alph_2,succ,7.0,bnfp
33,human,human,np_20,alph_6,sort,0.0,brgye
33,human,human,np_20,alph_5,attn,6.0,aaaa
33,human,human,np_20,alph_0,add_letter,8.0,stwmc
33,human,human,np_20,alph_4,fix_alphabet,2.0,dizby
33,human,human,np_symb,symb_1,pred,6.0,)@=*
33,human,human,np_symb,symb_0,succ,5.0,=&<!
33,human,human,np_10,alph_6,remove_redundant,6.0,xnhpq
33,human,human,np_10,alph_1,add_letter,6.0,hrsud
33,human,human,np_10,alph_2,pred,7.0,mopq
33,human,human,np_10,alph_0,sort,5.0,btvwx
33,human,human,np_10,alph_4,succ,0.0,zmlp
33,human,human,np_10,alph_5,attn,5.0,aaaa
33,human,human,np_10,alph_3,fix_alphabet,7.0,dtjnq
34,human,human,np_symb,symb_0,succ,4.0,*@=&
34,human,human,np_symb,symb_1,pred,1.0,&$+<
34,human,human,np_5,alph_4,fix_alphabet,4.0,dfkg
34,human,human,np_5,alph_1,add_letter,1.0,mnlpq
34,human,human,np_5,alph_2,succ,9.0,fgoj
34,human,human,np_5,alph_6,pred,0.0,hjrl
34,human,human,np_5,alph_3,remove_redundant,4.0,defqh
34,human,human,np_5,alph_5,attn,5.0,aaaa
34,human,human,np_5,alph_0,sort,7.0,anecd
34,human,human,np_10,alph_2,add_letter,4.0,xawiz
34,human,human,np_10,alph_4,succ,0.0,zmlp
34,human,human,np_10,alph_1,pred,5.0,ddvw
34,human,human,np_10,alph_3,attn,4.0,aaaa
34,human,human,np_10,alph_6,fix_alphabet,2.0,vwlfx
34,human,human,np_10,alph_0,sort,1.0,vxzkh
34,human,human,np_10,alph_5,remove_redundant,2.0,rtkcv
35,human,human,np_10,alph_2,remove_redundant,6.0,pqys
35,human,human,np_10,alph_1,succ,9.0,LTNX
35,human,human,np_10,alph_3,pred,0.0,bdkj
35,human,human,np_10,alph_6,add_letter,6.0,vwlmz
35,human,human,np_10,alph_4,attn,1.0,aaaa
35,human,human,np_10,alph_0,fix_alphabet,3.0,nklm
35,human,human,np_10,alph_5,sort,3.0,bfgri
35,human,human,np_2,alph_4,fix_alphabet,6.0,q r s t
35,human,human,np_2,alph_2,add_letter,4.0, h i j k l 
35,human,human,np_2,alph_5,remove_redundant,9.0,mnopr
35,human,human,np_2,alph_6,attn,4.0,aaaa
35,human,human,np_2,alph_1,pred,4.0,ijkm
35,human,human,np_2,alph_3,succ,6.0,stuw
35,human,human,np_2,alph_0,sort,7.0,audccf
35,human,human,np_symb,symb_1,succ,2.0,>$!)
35,human,human,np_symb,symb_0,pred,8.0,)*@&
36,human,human,np_10,alph_4,sort,6.0,olmhp
36,human,human,np_10,alph_0,fix_alphabet,1.0,dvqxz
36,human,human,np_10,alph_3,pred,2.0,acpz
36,human,human,np_10,alph_1,add_letter,6.0,hrsud
36,human,human,np_10,alph_5,attn,7.0,aaaa
36,human,human,np_10,alph_6,remove_redundant,3.0,absdde
36,human,human,np_10,alph_2,succ,6.0,uxai
36,human,human,np_20,alph_3,pred,1.0,roge
36,human,human,np_20,alph_4,add_letter,7.0,cdezb
36,human,human,np_20,alph_6,succ,5.0,xpjn
36,human,human,np_20,alph_0,fix_alphabet,7.0,zbper
36,human,human,np_20,alph_1,sort,9.0,vpnxq
36,human,human,np_20,alph_5,remove_redundant,9.0,aryte
36,human,human,np_20,alph_2,attn,0.0,aaaa
36,human,human,np_symb,symb_0,succ,2.0,=&<!
36,human,human,np_symb,symb_1,pred,3.0,&!+)
37,human,human,np_symb,symb_1,succ,6.0,> $ ! )
37,human,human,np_symb,symb_0,pred,9.0,@& < +
37,human,human,np_1,alph_4,pred,2.0,t v w x
37,human,human,np_1,alph_6,fix_alphabet,4.0,v i x y j
37,human,human,np_1,alph_0,add_letter,3.0,uvwxy
37,human,human,np_1,alph_5,remove_redundant,0.0,lmnno
37,human,human,np_1,alph_3,attn,1.0,aaaa
37,human,human,np_1,alph_2,succ,8.0,ghik
37,human,human,np_1,alph_1,sort,4.0,vwxyz
37,human,human,np_5,alph_2,sort,6.0,bqdce
37,human,human,np_5,alph_6,add_letter,1.0,stuvw
37,human,human,np_5,alph_1,fix_alphabet,0.0,qbczo
37,human,human,np_5,alph_0,succ,1.0,purt
37,human,human,np_5,alph_3,remove_redundant,4.0,defqh
37,human,human,np_5,alph_4,attn,6.0,aaaa
37,human,human,np_5,alph_5,pred,5.0,uwxv
38,human,human,np_2,alph_2,sort,7.0,hijkl
38,human,human,np_2,alph_6,succ,7.0,lenp
38,human,human,np_2,alph_0,attn,2.0,aaaa
38,human,human,np_2,alph_4,add_letter,5.0,abfde
38,human,human,np_2,alph_5,fix_alphabet,7.0,delgh
38,human,human,np_2,alph_3,remove_redundant,4.0,hijkl
38,human,human,np_2,alph_1,pred,7.0,uwxy
38,human,human,np_20,alph_2,remove_redundant,9.0,bnfmp
38,human,human,np_20,alph_5,succ,3.0,mpdq
38,human,human,np_20,alph_6,pred,3.0,srgy
38,human,human,np_20,alph_1,sort,4.0,fluvp
38,human,human,np_20,alph_4,add_letter,4.0,vqyrl
38,human,human,np_20,alph_3,fix_alphabet,3.0,qnyak
38,human,human,np_20,alph_0,attn,6.0,aaaa
38,human,human,np_symb,symb_0,succ,2.0,=&+
38,human,human,np_symb,symb_1,pred,5.0,!)<@
39,human,human,np_20,alph_4,remove_redundant,0.0,pcdez
39,human,human,np_20,alph_0,succ,6.0,noq
39,human,human,np_20,alph_6,sort,1.0,diqkc
39,human,human,np_20,alph_2,fix_alphabet,7.0,ysock
39,human,human,np_20,alph_3,attn,8.0,a a a a
39,human,human,np_20,alph_1,pred,8.0,whir
39,human,human,np_20,alph_5,add_letter,9.0,efbnx
39,human,human,np_10,alph_3,sort,8.0,tlsrq
39,human,human,np_10,alph_0,remove_redundant,6.0,lmufp
39,human,human,np_10,alph_5,attn,6.0,a a a a
39,human,human,np_10,alph_1,add_letter,8.0,vwmjz
39,human,human,np_10,alph_6,pred,5.0,dfgo
39,human,human,np_10,alph_2,succ,7.0,xawz
39,human,human,np_10,alph_4,fix_alphabet,5.0,hnsju
39,human,human,np_symb,symb_1,succ,4.0,@=*
39,human,human,np_symb,symb_0,pred,9.0,=&<+
40,human,human,np_5,alph_2,remove_redundant,4.0,ddefg
40,human,human,np_5,alph_1,fix_alphabet,4.0,qxstu
40,human,human,np_5,alph_4,sort,7.0,noeqp
40,human,human,np_5,alph_5,add_letter,0.0,opqrs
40,human,human,np_5,alph_0,attn,9.0,a a a a
40,human,human,np_5,alph_6,succ,8.0,fghj
40,human,human,np_5,alph_3,pred,6.0,dfqh
40,human,human,np_10,alph_6,succ,3.0,vwlz
40,human,human,np_10,alph_4,attn,3.0,a a a a
40,human,human,np_10,alph_0,pred,0.0,dogh
40,human,human,np_10,alph_2,remove_redundant,8.0,klmno
40,human,human,np_10,alph_1,sort,7.0,nktlo
40,human,human,np_10,alph_5,add_letter,4.0,stuvo
40,human,human,np_10,alph_3,fix_alphabet,1.0,jnolq
40,human,human,np_symb,symb_1,pred,5.0,+ < @ =
40,human,human,np_symb,symb_0,succ,9.0,> $ ) @
41,human,human,np_symb,symb_0,pred,6.0,<=@*
41,human,human,np_symb,symb_1,succ,8.0,$!+<
41,human,human,np_2,alph_6,succ,7.0,lenp
41,human,human,np_2,alph_0,remove_redundant,0.0,qrstt
41,human,human,np_2,alph_3,sort,1.0,dgfhe
41,human,human,np_2,alph_2,fix_alphabet,7.0,vsooz
41,human,human,np_2,alph_1,add_letter,1.0,kbnmk
41,human,human,np_2,alph_4,pred,1.0,cmno
41,human,human,np_2,alph_5,attn,1.0,aaaa
41,human,human,np_10,alph_5,succ,5.0,pnhs
41,human,human,np_10,alph_4,fix_alphabet,1.0,efdci
41,human,human,np_10,alph_1,remove_redundant,9.0,kltnn
41,human,human,np_10,alph_3,pred,5.0,vxey
41,human,human,np_10,alph_2,attn,4.0,aaaa
41,human,human,np_10,alph_6,sort,5.0,fsdbe
41,human,human,np_10,alph_0,add_letter,1.0,ghink
42,human,human,np_symb,symb_0,pred,5.0,)@ = &
42,human,human,np_symb,symb_1,succ,5.0,)<@*
42,human,human,np_10,alph_1,attn,9.0,aaaa
42,human,human,np_10,alph_5,add_letter,6.0,grijk
42,human,human,np_10,alph_6,remove_redundant,3.0,absde
42,human,human,np_10,alph_3,succ,3.0,tuvx
42,human,human,np_10,alph_0,sort,8.0,tbvxw
42,human,human,np_10,alph_4,fix_alphabet,4.0,xhnsg
42,human,human,np_10,alph_2,pred,3.0,txaw
42,human,human,np_2,alph_2,sort,4.0,vwuts
42,human,human,np_2,alph_0,fix_alphabet,3.0,mnopq
42,human,human,np_2,alph_6,succ,1.0,dmfh
42,human,human,np_2,alph_1,pred,3.0,prst
42,human,human,np_2,alph_3,add_letter,4.0,opyrs
42,human,human,np_2,alph_5,attn,0.0,aaaa
42,human,human,np_2,alph_4,remove_redundant,5.0,fdecg
43,human,human,np_20,alph_3,succ,5.0,logp
43,human,human,np_20,alph_5,sort,3.0,psjmz
43,human,human,np_20,alph_2,pred,7.0,bfmp
43,human,human,np_20,alph_6,remove_redundant,5.0,jhnau
43,human,human,np_20,alph_1,attn,4.0,aaaa
43,human,human,np_20,alph_4,add_letter,1.0,asjgx
43,human,human,np_20,alph_0,fix_alphabet,1.0,khazb
43,human,human,np_symb,symb_0,pred,3.0,*=&<
43,human,human,np_symb,symb_1,succ,3.0,+)<=
43,human,human,np_1,alph_1,add_letter,9.0,tuvwx
43,human,human,np_1,alph_0,attn,1.0,aaaa
43,human,human,np_1,alph_3,succ,5.0,stuw
43,human,human,np_1,alph_2,sort,6.0,uvtwx
43,human,human,np_1,alph_6,pred,9.0,vxyz
43,human,human,np_1,alph_4,fix_alphabet,2.0,eirkl
43,human,human,np_1,alph_5,remove_redundant,4.0,cdefg
44,human,human,np_1,alph_6,sort,4.0,mnopq
44,human,human,np_1,alph_2,add_letter,4.0,fghij
44,human,human,np_1,alph_1,remove_redundant,2.0,klmno
44,human,human,np_1,alph_0,pred,9.0,bdef
44,human,human,np_1,alph_3,succ,5.0,stuw
44,human,human,np_1,alph_4,fix_alphabet,1.0,mnopq
44,human,human,np_1,alph_5,attn,8.0,aaaa
44,human,human,np_symb,symb_0,succ,8.0,)*@&
44,human,human,np_symb,symb_1,pred,0.0,<@=*
44,human,human,np_20,alph_6,add_letter,1.0,iqkcm
44,human,human,np_20,alph_3,remove_redundant,9.0,vhtcr
44,human,human,np_20,alph_1,fix_alphabet,8.0,jeofl
44,human,human,np_20,alph_2,sort,5.0,ockat
44,human,human,np_20,alph_4,succ,0.0,kfiv
44,human,human,np_20,alph_5,pred,3.0,zpdu
44,human,human,np_20,alph_0,attn,0.0,aaaa
45,human,human,np_5,alph_3,fix_alphabet,2.0,hiykl 
45,human,human,np_5,alph_6,succ,3.0,tuvx 
45,human,human,np_5,alph_2,pred,7.0,ijka 
45,human,human,np_5,alph_4,sort,2.0,qpste 
45,human,human,np_5,alph_5,add_letter,3.0,mnopq 
45,human,human,np_5,alph_1,remove_redundant,2.0,jkrmn 
45,human,human,np_5,alph_0,attn,0.0,aaaa
45,human,human,np_1,alph_0,sort,5.0,uvwxy
45,human,human,np_1,alph_4,remove_redundant,8.0,abcde
45,human,human,np_1,alph_2,pred,6.0,dfgh 
45,human,human,np_1,alph_6,succ,6.0,uvwy 
45,human,human,np_1,alph_3,add_letter,4.0,jklmn 
45,human,human,np_1,alph_5,fix_alphabet,0.0,fghij 
45,human,human,np_1,alph_1,attn,0.0,aaaa
45,human,human,np_symb,symb_1,pred,8.0,>!+)
45,human,human,np_symb,symb_0,succ,8.0,)*@&
46,human,human,np_1,alph_4,sort,6.0,mnopq
46,human,human,np_1,alph_6,add_letter,1.0,fghij
46,human,human,np_1,alph_0,remove_redundant,0.0,pqrst
46,human,human,np_1,alph_2,succ,3.0,jkln
46,human,human,np_1,alph_5,fix_alphabet,3.0,jklmn
46,human,human,np_1,alph_3,pred,2.0,jlmn
46,human,human,np_1,alph_1,attn,6.0,a a a a
46,human,human,np_10,alph_6,fix_alphabet,2.0,vwlmz
46,human,human,np_10,alph_5,succ,7.0,uvoy
46,human,human,np_10,alph_2,pred,0.0,grjk
46,human,human,np_10,alph_0,remove_redundant,9.0,lmufp
46,human,human,np_10,alph_1,add_letter,2.0,bcqef
46,human,human,np_10,alph_4,sort,6.0,mloph
46,human,human,np_10,alph_3,attn,0.0,a a a a
46,human,human,np_symb,symb_1,succ,8.0,$!+)
46,human,human,np_symb,symb_0,pred,8.0,$*@=
47,human,human,np_20,alph_3,attn,1.0,aaaa
47,human,human,np_20,alph_6,add_letter,1.0,iqkcm
47,human,human,np_20,alph_5,sort,0.0,szmpd
47,human,human,np_20,alph_1,fix_alphabet,4.0,bgzyw
47,human,human,np_20,alph_2,remove_redundant,1.0,atuvr
47,human,human,np_20,alph_0,pred,9.0,nyql
47,human,human,np_20,alph_4,succ,6.0,ntki
47,human,human,np_symb,symb_0,pred,8.0,$*@=
47,human,human,np_symb,symb_1,succ,2.0,>$!)
47,human,human,np_5,alph_4,sort,8.0,eqpst
47,human,human,np_5,alph_5,pred,9.0,yxvi
47,human,human,np_5,alph_0,succ,7.0,ance
47,human,human,np_5,alph_1,attn,1.0,aaaa
47,human,human,np_5,alph_3,add_letter,9.0,mzopn
47,human,human,np_5,alph_2,fix_alphabet,0.0,defgo
47,human,human,np_5,alph_6,remove_redundant,4.0,ghijr
48,human,human,np_2,alph_5,attn,5.0,aaaa
48,human,human,np_2,alph_4,remove_redundant,7.0,nopqr
48,human,human,np_2,alph_2,fix_alphabet,2.0,wtuvs
48,human,human,np_2,alph_0,pred,0.0,jlmn
48,human,human,np_2,alph_3,succ,9.0,lmnp
48,human,human,np_2,alph_1,add_letter,5.0,ijkbm
48,human,human,np_2,alph_6,sort,4.0,mgcdg
48,human,human,np_symb,symb_0,succ,7.0,)*@&
48,human,human,np_symb,symb_1,pred,9.0,&$!+
48,human,human,np_10,alph_0,sort,5.0,twvbx
48,human,human,np_10,alph_2,remove_redundant,1.0,pqyst
48,human,human,np_10,alph_1,pred,8.0,qfgy
48,human,human,np_10,alph_3,add_letter,9.0,uvwxe
48,human,human,np_10,alph_6,fix_alphabet,2.0,uwlmx
48,human,human,np_10,alph_4,succ,0.0,zmlp
48,human,human,np_10,alph_5,attn,1.0,aaaa
49,human,human,np_2,alph_1,remove_redundant,5.0,jkbmn
49,human,human,np_2,alph_0,add_letter,5.0,bvwxy
49,human,human,np_2,alph_2,fix_alphabet,5.0,rtyuv
49,human,human,np_2,alph_5,attn,4.0,aaaa
49,human,human,np_2,alph_3,succ,0.0,cdeg
49,human,human,np_2,alph_4,pred,1.0,kmno
49,human,human,np_2,alph_6,sort,7.0,oepln
49,human,human,np_5,alph_2,add_letter,4.0,defgo
49,human,human,np_5,alph_0,sort,8.0,stwov
49,human,human,np_5,alph_6,pred,8.0,jlma
49,human,human,np_5,alph_3,remove_redundant,6.0,uvwxy
49,human,human,np_5,alph_4,attn,4.0,aaaa
49,human,human,np_5,alph_5,succ,3.0,mnoq
49,human,human,np_5,alph_1,fix_alphabet,7.0,dofgh
49,human,human,np_symb,symb_1,succ,8.0,$!+<
49,human,human,np_symb,symb_0,pred,5.0,)@=&
50,human,human,np_symb,symb_0,pred,6.0,)@=&
50,human,human,np_symb,symb_1,succ,8.0,$!+<
50,human,human,np_1,alph_0,add_letter,1.0,jklmn
50,human,human,np_1,alph_2,attn,3.0,aaaa
50,human,human,np_1,alph_3,pred,5.0,mopq
50,human,human,np_1,alph_1,fix_alphabet,1.0,cdefg
50,human,human,np_1,alph_5,succ,5.0,defh
50,human,human,np_1,alph_6,remove_redundant,4.0,qrstu
50,human,human,np_1,alph_4,sort,8.0,hijkl
50,human,human,np_20,alph_0,fix_alphabet,1.0,kxazp
50,human,human,np_20,alph_2,succ,8.0,dlyo
50,human,human,np_20,alph_1,remove_redundant,0.0,eoflu
50,human,human,np_20,alph_5,attn,8.0,aaaa
50,human,human,np_20,alph_3,pred,0.0,zhtc
50,human,human,np_20,alph_4,sort,7.0,omntk
50,human,human,np_20,alph_6,add_letter,2.0,tfsbr
51,human,human,np_symb,symb_0,succ,5.0,=&<!
51,human,human,np_symb,symb_1,pred,2.0,>!+)
51,human,human,np_5,alph_1,fix_alphabet,3.0,mvlpd
51,human,human,np_5,alph_6,remove_redundant,7.0,csefg
51,human,human,np_5,alph_2,sort,9.0,fgoij
51,human,human,np_5,alph_0,add_letter,5.0,jklmb
51,human,human,np_5,alph_3,succ,0.0,tuvx
51,human,human,np_5,alph_4,pred,2.0,lnoe
51,human,human,np_5,alph_5,attn,6.0,aaaa
51,human,human,np_10,alph_3,sort,6.0,lqrst
51,human,human,np_10,alph_6,succ,8.0,yruw
51,human,human,np_10,alph_0,pred,3.0,vxzj
51,human,human,np_10,alph_5,attn,2.0,aaaa
51,human,human,np_10,alph_4,fix_alphabet,1.0,efzci
51,human,human,np_10,alph_1,remove_redundant,7.0,rsuud
51,human,human,np_10,alph_2,add_letter,6.0,mnopq
52,human,human,np_2,alph_1,add_letter,5.0,ijkbm
52,human,human,np_2,alph_4,sort,2.0,ijkl
52,human,human,np_2,alph_5,fix_alphabet,9.0,jkfmn
52,human,human,np_2,alph_2,pred,9.0,fhij
52,human,human,np_2,alph_3,succ,9.0,lmnp
52,human,human,np_2,alph_0,remove_redundant,8.0,aucde
52,human,human,np_2,alph_6,attn,8.0,aaaa
52,human,human,np_20,alph_6,succ,8.0,pjha
52,human,human,np_20,alph_1,attn,9.0,aaaa
52,human,human,np_20,alph_4,sort,9.0,cpwed
52,human,human,np_20,alph_2,remove_redundant,5.0,mpghw
52,human,human,np_20,alph_5,fix_alphabet,3.0,ytefb
52,human,human,np_20,alph_3,add_letter,0.0,qnyak
52,human,human,np_20,alph_0,pred,0.0,jkha
52,human,human,np_symb,symb_0,pred,2.0,@&<+
52,human,human,np_symb,symb_1,succ,3.0,+)<=
53,human,human,np_2,alph_5,add_letter,1.0,delgh
53,human,human,np_2,alph_2,attn,5.0,aaaa
53,human,human,np_2,alph_0,remove_redundant,2.0,nopqr
53,human,human,np_2,alph_6,fix_alphabet,4.0,dmfgh
53,human,human,np_2,alph_4,sort,6.0,qrstu
53,human,human,np_2,alph_1,succ,0.0,ijkm
53,human,human,np_2,alph_3,pred,4.0,vwqz
53,human,human,np_symb,symb_1,pred,7.0,&$!+
53,human,human,np_symb,symb_0,succ,1.0,$)*=
53,human,human,np_1,alph_3,pred,6.0,prst
53,human,human,np_1,alph_1,remove_redundant,7.0,fghij
53,human,human,np_1,alph_4,succ,9.0,cdeg
53,human,human,np_1,alph_5,attn,9.0,aaaa
53,human,human,np_1,alph_6,sort,8.0,stuvw
53,human,human,np_1,alph_0,fix_alphabet,0.0,bcdef
53,human,human,np_1,alph_2,add_letter,3.0,nopqr
54,human,human,np_symb,symb_1,succ,3.0,+)<=
54,human,human,np_symb,symb_0,pred,9.0, @ & < +
54,human,human,np_1,alph_2,sort,0.0,ghijk
54,human,human,np_1,alph_0,fix_alphabet,1.0,cdefg
54,human,human,np_1,alph_3,succ,2.0,fghj
54,human,human,np_1,alph_6,pred,0.0,cefg
54,human,human,np_1,alph_1,attn,4.0,nopr
54,human,human,np_1,alph_5,remove_redundant,2.0,efghi
54,human,human,np_1,alph_4,add_letter,5.0,hijkl
54,human,human,np_2,alph_0,sort,8.0, t b v w x 
54,human,human,np_2,alph_5,remove_redundant,1.0,delgh
54,human,human,np_2,alph_3,attn,0.0,a a a a
54,human,human,np_2,alph_6,fix_alphabet,1.0,a b c d m
54,human,human,np_2,alph_4,add_letter,2.0, b f d e c
54,human,human,np_2,alph_2,pred,4.0,v x y z
54,human,human,np_2,alph_1,succ,4.0,t u v x
55,human,human,np_1,alph_0,sort,3.0,tuvwx
55,human,human,np_1,alph_3,add_letter,7.0,tuvwx
55,human,human,np_1,alph_1,remove_redundant,3.0,cdefg
55,human,human,np_1,alph_4,succ,1.0,ghik
55,human,human,np_1,alph_6,pred,6.0,eghi
55,human,human,np_1,alph_2,fix_alphabet,6.0,pqrst
55,human,human,np_1,alph_5,attn,3.0,aaaa
55,human,human,np_10,alph_4,fix_alphabet,0.0,vwxyr
55,human,human,np_10,alph_2,add_letter,7.0,bvhef
55,human,human,np_10,alph_0,succ,7.0,aqce
55,human,human,np_10,alph_5,sort,3.0,becda
55,human,human,np_10,alph_3,attn,2.0,aaaa
55,human,human,np_10,alph_1,remove_redundant,4.0,fgyio
55,human,human,np_10,alph_6,pred,5.0,dfgo
55,human,human,np_symb,symb_1,succ,3.0,+)<=
55,human,human,np_symb,symb_0,pred,8.0,$*@=
56,human,human,np_1,alph_1,remove_redundant,3.0,efghi
56,human,human,np_1,alph_6,succ,8.0,jkln
56,human,human,np_1,alph_3,pred,4.0,uwxy
56,human,human,np_1,alph_0,add_letter,1.0,jklmn
56,human,human,np_1,alph_4,sort,2.0,abcde
56,human,human,np_1,alph_2,attn,5.0,aaaa
56,human,human,np_1,alph_5,fix_alphabet,2.0,qrstu
56,human,human,np_symb,symb_0,pred,7.0,)@=&
56,human,human,np_symb,symb_1,succ,9.0,!+)@
56,human,human,np_10,alph_3,attn,0.0,aaaa
56,human,human,np_10,alph_5,sort,8.0,acdbf
56,human,human,np_10,alph_4,fix_alphabet,1.0,efaqi
56,human,human,np_10,alph_2,succ,8.0,lmnp
56,human,human,np_10,alph_0,pred,8.0,lufp
56,human,human,np_10,alph_6,remove_redundant,8.0,qtyru
56,human,human,np_10,alph_1,add_letter,2.0,bcqef
57,human,human,np_10,alph_2,succ,4.0,bvhf
57,human,human,np_10,alph_6,add_letter,0.0,qtyru
57,human,human,np_10,alph_0,fix_alphabet,7.0,fpyrs
57,human,human,np_10,alph_4,remove_redundant,8.0,sjuvw
57,human,human,np_10,alph_1,pred,2.0,yokl
57,human,human,np_10,alph_3,attn,3.0,aaaa
57,human,human,np_10,alph_5,sort,5.0,mpnhq
57,human,human,np_2,alph_1,attn,6.0,aaaa
57,human,human,np_2,alph_6,sort,0.0,kleij
57,human,human,np_2,alph_5,succ,1.0,hijf
57,human,human,np_2,alph_3,pred,8.0,tvwx
57,human,human,np_2,alph_2,add_letter,8.0,mnopq
57,human,human,np_2,alph_0,fix_alphabet,6.0,defgh
57,human,human,np_2,alph_4,remove_redundant,5.0,fdecg
57,human,human,np_symb,symb_0,pred,6.0,)@=&
57,human,human,np_symb,symb_1,succ,8.0,$!+<
58,human,human,np_5,alph_3,remove_redundant,7.0,lmzop
58,human,human,np_5,alph_2,succ,5.0,jkal
58,human,human,np_5,alph_5,sort,6.0,yuxwv
58,human,human,np_5,alph_1,attn,8.0,a a a a
58,human,human,np_5,alph_0,pred,8.0,stov
58,human,human,np_5,alph_6,add_letter,3.0,t u v w x
58,human,human,np_5,alph_4,fix_alphabet,0.0,g e i p s
58,human,human,np_symb,symb_1,pred,7.0,> ! $ +
58,human,human,np_symb,symb_0,succ,4.0,* @ = <
58,human,human,np_20,alph_0,pred,4.0,l f j d
58,human,human,np_20,alph_4,sort,2.0,m f t i n
58,human,human,np_20,alph_1,add_letter,9.0,w m h i r
58,human,human,np_20,alph_6,fix_alphabet,2.0,c m t v r
58,human,human,np_20,alph_3,remove_redundant,3.0,q n y a k 
58,human,human,np_20,alph_5,attn,8.0,a a a a 
58,human,human,np_20,alph_2,succ,8.0,d l y o
59,human,human,np_5,alph_4,pred,0.0,wxyz
59,human,human,np_5,alph_0,add_letter,8.0,qpur
59,human,human,np_5,alph_2,sort,4.0,c b q d e f
59,human,human,np_5,alph_6,succ,5.0,rlmk
59,human,human,np_5,alph_5,fix_alphabet,7.0,ywxvi
59,human,human,np_5,alph_3,attn,7.0,a a a a
59,human,human,np_5,alph_1,remove_redundant,9.0,r m n l p
59,human,human,np_symb,symb_0,pred,6.0,)@ = &
59,human,human,np_symb,symb_1,succ,5.0,) < @ *
59,human,human,np_2,alph_1,remove_redundant,7.0,i j k b m
59,human,human,np_2,alph_6,pred,9.0,l n o p
59,human,human,np_2,alph_3,succ,1.0,o p y s
59,human,human,np_2,alph_0,fix_alphabet,8.0,t b v w x
59,human,human,np_2,alph_5,add_letter,5.0,c d e l g
59,human,human,np_2,alph_2,attn,5.0,a a a a
59,human,human,np_2,alph_4,sort,5.0,m n o p q
60,human,human,np_10,alph_3,remove_redundant,5.0,v w x e y
60,human,human,np_10,alph_1,attn,5.0,a a a a
60,human,human,np_10,alph_2,add_letter,5.0,m n o p q
60,human,human,np_10,alph_4,pred,7.0,c ef 
60,human,human,np_10,alph_6,sort,0.0,m z l v w
60,human,human,np_10,alph_0,fix_alphabet,8.0,i n u f p
60,human,human,np_10,alph_5,succ,3.0,a c d f
60,human,human,np_symb,symb_1,pred,5.0,)+<@
60,human,human,np_symb,symb_0,succ,4.0,)@=&
60,human,human,np_5,alph_4,remove_redundant,6.0,l m n o e
60,human,human,np_5,alph_0,sort,1.0,pbqum
60,human,human,np_5,alph_5,add_letter,6.0,qrstu
60,human,human,np_5,alph_1,fix_alphabet,7.0,dofgk
60,human,human,np_5,alph_2,succ,6.0,hpms
60,human,human,np_5,alph_3,attn,4.0,a a a a
60,human,human,np_5,alph_6,pred,1.0,fhij
61,human,human,np_symb,symb_0,succ,8.0,)*@&
61,human,human,np_symb,symb_1,pred,0.0,+<@=
61,human,human,np_20,alph_2,remove_redundant,2.0,vrxjz
61,human,human,np_20,alph_1,attn,1.0,aaaa
61,human,human,np_20,alph_3,succ,6.0,mxun
61,human,human,np_20,alph_6,fix_alphabet,6.0,diqkc
61,human,human,np_20,alph_4,add_letter,6.0,ezbha
61,human,human,np_20,alph_0,pred,6.0,prst
61,human,human,np_20,alph_5,sort,0.0,szmpd
61,human,human,np_2,alph_0,fix_alphabet,4.0,acdef
61,human,human,np_2,alph_1,remove_redundant,5.0,jkbmn
61,human,human,np_2,alph_6,add_letter,7.0,enopq
61,human,human,np_2,alph_5,attn,5.0,aaaa
61,human,human,np_2,alph_2,pred,3.0,jlmn
61,human,human,np_2,alph_4,succ,5.0,cghj
61,human,human,np_2,alph_3,sort,1.0,defgh
62,human,human,np_2,alph_5,attn,8.0,aaaa
